codice_sku,quantita,immagine_sku,ordine_tipo_componente,tipo_componente,nome_modello,modelli_correlati,descrizione_breve,tensione_alimentazione,corrente_assorbita,tipo_motore,potenza_massima,coppia_massima,materiale,trattamento_superficiale,forza_spinta,rapporto_riduzione,numero_max_schede_collegabili,velocita_angolare,velocita_anta,lunghezza_anta_max,lunghezza_asta_max,spazio_fermata,controllo_motore,tipo_finecorsa,pignone,regolazione_forza,peso_anta_max,angolo_apertura_max,temperatura_esercizio,termoprotezione,grado_protezione_ip,peso_unita,frequenza_utilizzo,larghezza_anta_max,dimensioni,scheda_elettronica,arresti_meccanici,tempo_utilizzo_continuo,tempo_apertura,encoder,tipo_rallentamento,tipo_asta,dimensione_pilastro,dispositivo_sblocco,condensatore_spunto,lunghezza_mm,unita_misura_prezzo,icona_badge,decodifica_radio,memoria_codici_radio,collegamento,note_tecniche,corsa_stelo,dimensioni_colonna,peso_anta_cantilever,portata_pompa,staffe_fissaggio,tipo_olio,tipo_utilizzo,velocita_stelo
7851061,,,,,XP 30B INOX,,,BUS 2easy. a 2 fili non polarizzati 24V,Rx (25 mA) + Tx (15 mA),,,,,,,,,,,,,,,,,,,,-20°C ÷ +55°C,,IP54,,,,55.4 x 21.5 x 78.4 mm,,,,,,,,,,,,,,,,,,,,,,,,,
785200,,,,,CN 60 E,,,,,,,,,,,,,,,,,,,,,,,,-20°C ÷ + 55°C,,IP20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785527,,,,accessorio,,,FG2 bicanale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785529,,,,accessorio,,,FG1 monocanale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785534,,,,,DECODER SLH,,,20 ÷ 30V~,30 mA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785541,,,,accessorio,,,per regolazioni X-GUARD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786040,,,,,XTR B INOX,,,Bus 2easy. a 2 fili non polarizzati 24 V,,,,,,,,,,,,,,,,,,,,,,,IP54,,,,100 x 21 x 72 mm,,,,,,,,,,,,,,,,,,,,,,,,,
786041,,,,,XTR B,,,Bus 2easy. a 2 fili non polarizzati 24 V,,,,,,,,,,,,,,,,,,,,,,,IP54,,,,100 x 21 x 72 mm,,,,,,,,,,,,,,,,,,,,,,,,,
787007,,,9,accessorio,XT2 433 SLH LR,,Trasmittente 2 canali XT2 433 SLH LR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787008,,,9,accessorio,XT4 433 SLH LR,,Trasmittente 4 canali XT4 433 SLH LR bianca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787012,,,,accessorio,,,Trasmittente XT S 868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787013,,,,accessorio,,,Ricevente XR S 868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787017,,787017.tif,9,accessorio,XT2 FDS 433-868,,Trasmittente 2 canali XT2 FDS 433-868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787018,,,,accessorio,,,XT4 FDS 433-868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787019,,,,accessorio,,,XT2 FDS BD 433-868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787020,,,,accessorio,,,XT4 FDS BD 433-868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787021,,,,accessorio,,,RP FDS 433-868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787022,,,,accessorio,,,RP2 FDS 433-868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787023,,,,accessorio,XR2N 433-868,,XR2N FDS 433-868 MHz,12 ÷ 24 V~ - 12 ÷ 24 V~,100 mA,,,,,,,,,,,,,,,,,,,,-20° C ÷ +55 ° C,,IP 44,,,,90 x 70 x 32.5 mm,,,,,,,,,,,,,,,,,,,,,,,,,
787024,,,,accessorio,XR4N 433-868,,XR4N FDS 433-868 MHz,12 ÷ 24 V~ - 12 ÷ 24 V~,100 mA,,,,,,,,,,,,,,,,,,,,-20° C ÷ +55 ° C,,IP 44,,,,90 x 70 x 32.5 mm,,,,,,,,,,,,,,,,,,,,,,,,,
787025,,787025.tif,9,accessorio,XF FDS 433-868,,Ricevente XF FDS 433-868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787030,,,,accessorio,,,XTO2 868MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787031,,,,accessorio,,,XTO4 868MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787032,,,,accessorio,,,XTO2 433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787033,,,,accessorio,,,XTO4 433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787349,,,,,XRS485,,,5VDC,50 mA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787378,,,,,XWBL,,,5VDC,100mA a 24V (500mA a 5V ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787456,,,,accessorio,,,XT4 433 RC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787510,,,,,XMBX4,,,5VDC,100mA a 24V (500mA a 5V ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787725,,,,accessorio,,,Interfaccia Relè per l'utilizzo di riceventi RP per collegamenti filari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787831,,787831.tif,9,accessorio,XF 433 MHz,,Ricevente XF 433 MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787832,,,,accessorio,,,XF 868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787833,,,,accessorio,,,PLUS1 433 MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787834,,,,accessorio,,,PLUS1 868 MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787852,,787852.tif,9,accessorio,RP 433 SLH,,Ricevente ad innesto 1 canale RP 433 SLH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787853,,,,accessorio,,,RP2 433 SLH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787854,,,,accessorio,,,RP 868 SLH-DS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787855,,,,accessorio,,,RP2 868 SLH-DS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787856,,,,accessorio,,,RP1 433 RC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787857,,,,accessorio,,,RP2 433 RC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790062,1,790062.tif,9,accessorio,,,"Interfaccia BUS XIB (per scheda E045, E045S, E024S o E034 con fotocellula no BUS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790064,,,,accessorio,,,XBR2 Interfaccia BUS-Relay 2CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790065,,,,accessorio,,,XBR4 Interfaccia BUS-Relay 4CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790076,1,790076.tif,1,Apparecchiature Elettroniche,E145S,,Per maggiori informazioni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790077,1,790077.tif,1,Apparecchiature Elettroniche,E045S,,Per maggiori informazioni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790281,,790281.tif,1,Apparecchiature Elettroniche,,615BPR,Scheda elettronica 615BPR (incorporata nell'automatismo),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790284,,790284.tif,1,Apparecchiature Elettroniche,E124,,Apparecchiatura elettronica E124 con contenitore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790286,1,790286.tif,1,Apparecchiature Elettroniche,E024S,,Apparecchiatura elettronica E024S con contenitore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790305,1,790284.tif,1,Apparecchiature Elettroniche,E124S,,Apparecchiatura elettronica E124S con contenitore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790418,,,,,XMULTICOM,,,24VAC - 24VDC,150 mA,,,,,,,,,,,,,,,,,,,,,,IP20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790904,,,,accessorio,,,MINISERVICE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790905,,790905.tif,1,Apparecchiature Elettroniche,200 MPS,,Contenitore mod. E per schede elettroniche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790922,,,1,Apparecchiature Elettroniche,,,Apparecchiatura elettronica 578D (installazione remota),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B614,,,,,B614,,,220-240V ~ 50/60 Hz,,Con spazzole 24V,165 W,300 Nm,Acciaio,Prezincatura spessore 20μm + verniciatura a polvere in poliestere,,,,,,,6 m,,,,,,,,-20°C ÷ +55°C,,IP55 (scheda di controllo) - IP44,40 Kg,Utilizzo continuo,,360 x 250 x 1163 mm (Base di installazione 305 x 230 mm),E614,,,< 2 s (80°- 3m),Incrementale integrato nel motore,Elettronico + meccanico,Rettangolare e tonda,,,,,,,,,,,,,,,,,,
CARTFA,,,,,"Cartello ""Automatico FAAC""",,Cartello segnaletico per cancelli automatici,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FG1,,,,,FG1,,,24V - 24V~,,,,,,,,,,,,,,,,,,,,,-20°C ÷ +55°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FG2,,,,,FG2,,,24V - 24V~,,,,,,,,,,,,,,,,,,,,,-20°C ÷ +55°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model_1,,,,,Model_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model_10,,,,,Model_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model_11,,,,,Model_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model_2,,,,,Model_2,,,220-240V ~ 50/60 Hz,,Con spazzole 24V,220 W,280 Nm (*),Acciaio,Prezincatura spessore 20μm + verniciatura a polvere in poliestere,1000 N,,,,,,6 m,,,,,,,,-20 °C ÷ +55 °C,,IP55 (scheda di controllo) - IP44,6.2 Kg,Utilizzo continuo,,360 x 250 x 1163 mm (Base di installazione 305 x 230 mm),E600 incorporata,,,< 2 s (80°- 3m),Incrementale integrato nel motore,Elettronico + meccanico,Rettangolare e tonda,,,,,,,,,,,,,,,,,,
Model_3,,,,,Model_3,,,220-240V~ 50/60 Hz,,Con spazzole 24V,220 W,,,,1000 N,,,,,,,,,,,,,,-20 °C ÷ +55 °C,,Solo per uso interno (IP20),6.2 Kg,Uso continuo,,360 x 200 x 145 mm,E600 incorporata,,,,Elettronico,,,,,,,,,,,,,,,,,,,,
Model_4,,,,,Model_4,,,,,,,,,,,,,,,,,,,,,,,,-20°C ÷ +55°C,,IP 55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model_5,,,,,Model_5,,,,,,,,,,,,,,,,,,,,,,,,-20°C ÷ +55°C,,IP 55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model_6,,,,,Model_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model_7,,,,,Model_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model_8,,,,,Model_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model_9,,,,,Model_9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XR2N,,,,,XR2N,,,12 ÷ 24 V~ - 12 ÷ 24 V~,100 mA,,,,,,,,,,,,,,,,,,,,-20° C ÷ +55 ° C,,IP 44,,,,90 x 70 x 32.5 mm,,,,,,,,,,,,,,,,,,,,,,,,,
XR4N,,,,,XR4N,,,12 ÷ 24 V~ - 12 ÷ 24 V~,100 mA,,,,,,,,,,,,,,,,,,,,-20° C ÷ +55 ° C,,IP 44,,,,90 x 70 x 32.5 mm,,,,,,,,,,,,,,,,,,,,,,,,,
